video_id,channel_id,channel_title,niche,title,view_count,like_count,comment_count,duration_seconds,engagement_rate,day_of_week,hour_of_day,age_days,view_velocity,duration_category,channel_median_views,performance_ratio,performance_label,title_length,word_count,has_number,has_dollar,has_rupee,has_question,has_exclamation,has_vs,has_challenge,has_hours,has_last,has_win,has_free,has_extreme,has_best,has_worst,has_every,has_first,has_only,has_never,has_days,has_review,has_how,has_why,has_what,duration_encoded
j7W2v_FmCuE,11,Marques Brownlee,tech,Top 5 Android 16 Features: Big Visuals!,2902185,84060,4633,697,3.0560767146133,0,18,411,7061.2773722627735,long,4345553.5,0.6678516327091589,Medium,39,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
jXJODqfaJto,11,Marques Brownlee,tech,"Why Apple, Samsung and Google Need Each Other",3363362,93796,3626,637,2.8965659955722876,3,14,415,8104.486746987952,long,4345553.5,0.7739778143336631,Medium,45,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
ufZ_u188GAM,11,Marques Brownlee,tech,Trying on Clothes with AI,4350245,149681,3709,53,3.526008305279358,1,20,417,10432.242206235012,short,4345553.5,1.0010796093063865,Medium,25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5aS-8QCRdGE,11,Marques Brownlee,tech,The Unreleased Rollable Smartphone!,2152329,71734,4616,599,3.5473201355369,1,19,88,24458.284090909092,medium,4345553.5,0.495294557988988,High,35,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
s3DrGkDvgNw,11,Marques Brownlee,tech,Every Google Phone Ever. Same Picture!,1322971,50904,1398,49,3.953374639353395,2,20,94,14074.159574468085,short,4345553.5,0.3044424605519182,Medium,38,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
as_NEJAP8ew,11,Marques Brownlee,tech,Every Samsung Phone. SAME Photo!,1468533,62851,1993,43,4.41556301424619,1,21,95,15458.242105263158,short,4345553.5,0.33793922914537816,High,32,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hc0aqOEU2w8,11,Marques Brownlee,tech,Bluey Phone Review,3986928,116939,8791,263,3.1535558204211362,2,14,101,39474.53465346534,medium,4345553.5,0.9174729985489766,High,18,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
eFUB_jL_XcM,11,Marques Brownlee,tech,So This is Peak Foldable,6294478,144672,7282,647,2.414084217944681,0,20,103,61111.436893203885,long,4345553.5,1.4484870569422283,Viral,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
pvjivZ6C6CA,11,Marques Brownlee,tech,Every iPhone Camera vs LOW Light,1627558,59359,1739,49,3.7539676005401956,0,16,103,15801.533980582524,short,4345553.5,0.3745341071051133,High,32,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
jru9Gsz3kJY,11,Marques Brownlee,tech,Every iPhone Ever. SAME photo!,4393460,128063,3948,46,3.004716100749751,4,20,106,41447.735849056604,short,4345553.5,1.011024257324182,High,30,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
eXa2ndhmatI,11,Marques Brownlee,tech,The Windows Laptop Problem,5107816,151871,10757,649,3.1839048235096956,2,18,108,47294.59259259259,long,4345553.5,1.175412062007751,High,26,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
D4QyStJWgCc,11,Marques Brownlee,tech,Nothing Phone 4A/Pro Review: I Have a Theory,2947546,78762,3079,724,2.776580925284966,3,13,115,25630.834782608697,long,4345553.5,0.6782901188536742,High,44,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
XbXXKhfvSF0,11,Marques Brownlee,tech,Sony WH-1000XM6 Review: Back on the Throne!,4717159,141908,7057,557,3.1579389204391877,3,16,422,11178.101895734597,medium,4345553.5,1.0855139627207444,Medium,43,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
j2rszuZ-9PY,11,Marques Brownlee,tech,Reviewing Everything on my Desk! (2026),1953991,56022,2185,931,2.978877589507833,5,20,119,16420.092436974788,long,4345553.5,0.4496529613546353,High,39,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2
yWBz2qZJ8zY,11,Marques Brownlee,tech,Samsung Galaxy S25 Edge Impressions: Nobody Asked!,4309968,106270,8460,426,2.6619687199533733,1,0,425,10141.101176470589,medium,4345553.5,0.9918110546792256,Medium,50,7,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
iGeXGdYE7UE,11,Marques Brownlee,tech,Macbook Neo Review: Better than you Think!,5351066,149945,7665,773,2.945394431688938,1,23,123,43504.60162601626,long,4345553.5,1.2313888207796775,High,42,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
eXA9M9Nyo1E,11,Marques Brownlee,tech,The $900 Massaging Shoes!,3681672,114984,1089,123,3.152725174866202,1,20,431,8542.162412993039,medium,4345553.5,0.847227401526641,Medium,25,4,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
yWI33R4xyIc,11,Marques Brownlee,tech,Apple Studio Display XDR Review: We're All Pros Now!,1980362,54890,2767,642,2.9114374038685855,0,20,124,15970.661290322581,long,4345553.5,0.4557214633302754,High,52,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
DyEgh-kkkAA,11,Marques Brownlee,tech,I Reuploaded This Short 1000 Times!,3603648,236797,3240,58,6.660944687161455,5,16,616,5850.077922077922,short,4345553.5,0.8292724965876038,Low,35,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
